"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"MANALIPETC","EQ","17-Aug-2018","         40.45","         40.65","         41.35","         40.10","         40.70","         40.35","         40.71","     664625","            27053600.25","       2727","     289167","         43.51"
"MANALIPETC","EQ","20-Aug-2018","         40.35","         40.75","         40.90","         40.15","         40.75","         40.70","         40.59","     368082","            14940936.75","       1618","     178382","         48.46"
"MANALIPETC","EQ","21-Aug-2018","         40.70","         40.95","         42.40","         40.50","         42.00","         41.80","         41.81","     918951","            38417765.50","       4067","     374565","         40.76"
"MANALIPETC","EQ","23-Aug-2018","         41.80","         42.00","         42.35","         41.25","         42.05","         41.90","         41.89","     506945","            21237148.40","       2062","     236968","         46.74"
"MANALIPETC","EQ","24-Aug-2018","         41.90","         41.75","         43.45","         41.50","         42.70","         42.60","         42.84","     889422","            38101554.40","       3360","     392447","         44.12"
"MANALIPETC","EQ","27-Aug-2018","         42.60","         42.50","         42.60","         38.40","         38.80","         38.75","         39.90","    1941391","            77465545.10","       6354","    1312053","         67.58"
"MANALIPETC","EQ","28-Aug-2018","         38.75","         39.10","         39.90","         38.50","         38.95","         39.00","         39.25","     879880","            34531079.50","       2904","     390659","         44.40"
"MANALIPETC","EQ","29-Aug-2018","         39.00","         39.00","         39.40","         37.10","         37.75","         37.75","         37.65","    1134083","            42702726.70","       3728","     670112","         59.09"
"MANALIPETC","EQ","30-Aug-2018","         37.75","         38.00","         39.45","         37.30","         39.45","         39.15","         38.55","     850047","            32770702.70","       2838","     359392","         42.28"
"MANALIPETC","EQ","31-Aug-2018","         39.15","         39.25","         39.45","         37.70","         38.85","         38.75","         38.45","    1077094","            41417237.50","       3446","     467965","         43.45"
"MANALIPETC","EQ","03-Sep-2018","         38.75","         39.05","         40.20","         38.65","         39.00","         39.00","         39.44","     760505","            29992271.45","       2250","     296809","         39.03"
"MANALIPETC","EQ","04-Sep-2018","         39.00","         38.80","         39.45","         36.65","         37.80","         37.60","         38.11","     766832","            29222152.55","       2267","     379138","         49.44"
"MANALIPETC","EQ","05-Sep-2018","         37.60","         37.80","         38.55","         36.50","         38.10","         38.15","         37.44","     799176","            29918653.50","       2405","     336414","         42.10"
"MANALIPETC","EQ","06-Sep-2018","         38.15","         38.05","         38.40","         37.40","         37.65","         37.65","         37.78","     360081","            13605061.60","       1191","     169546","         47.09"
"MANALIPETC","EQ","07-Sep-2018","         37.65","         37.85","         38.70","         37.45","         37.90","         38.15","         38.05","     439000","            16703275.70","       1505","     169461","         38.60"
"MANALIPETC","EQ","10-Sep-2018","         38.15","         38.00","         38.00","         37.20","         37.35","         37.40","         37.51","     297780","            11169213.30","       1051","     134001","         45.00"
"MANALIPETC","EQ","11-Sep-2018","         37.40","         38.45","         39.00","         37.55","         37.90","         37.95","         38.40","    1193640","            45837635.70","       5987","     459843","         38.52"
"MANALIPETC","EQ","12-Sep-2018","         37.95","         38.00","         41.65","         37.55","         40.35","         40.50","         40.29","    2511174","           101167851.10","      10108","    1015779","         40.45"
"MANALIPETC","EQ","14-Sep-2018","         40.50","         40.85","         41.40","         40.25","         40.95","         40.90","         40.92","    1148333","            46992240.40","       3869","     525015","         45.72"
"MANALIPETC","EQ","17-Sep-2018","         40.90","         40.25","         42.25","         40.15","         41.85","         41.90","         41.44","     939488","            38932601.25","       3228","     450742","         47.98"
"MANALIPETC","EQ","18-Sep-2018","         41.90","         41.60","         42.60","         39.65","         40.20","         40.10","         41.17","     531054","            21861607.50","       2387","     256378","         48.28"
"MANALIPETC","EQ","19-Sep-2018","         40.10","         40.20","         41.40","         38.85","         39.25","         39.30","         39.94","     588937","            23523095.05","       2280","     240785","         40.88"
"MANALIPETC","EQ","21-Sep-2018","         39.30","         39.80","         40.65","         32.00","         37.85","         37.60","         37.82","     976000","            36914411.75","       3956","     373984","         38.32"
"MANALIPETC","EQ","24-Sep-2018","         37.60","         38.00","         38.20","         36.00","         36.25","         36.25","         36.77","     323261","            11886691.85","       1637","     175707","         54.35"
"MANALIPETC","EQ","25-Sep-2018","         36.25","         36.25","         36.80","         33.50","         35.00","         34.75","         35.06","     642177","            22515195.45","       2495","     291669","         45.42"
"MANALIPETC","EQ","26-Sep-2018","         34.75","         35.40","         36.60","         34.60","         35.60","         35.80","         35.81","     616861","            22091744.90","       3251","     221425","         35.90"
"MANALIPETC","EQ","27-Sep-2018","         35.80","         35.95","         36.95","         35.20","         36.00","         35.55","         35.97","     441129","            15866941.55","       2344","     153197","         34.73"
"MANALIPETC","EQ","28-Sep-2018","         35.55","         36.05","         36.20","         33.70","         34.50","         34.40","         34.70","     500960","            17385411.90","       2082","     276003","         55.09"
"MANALIPETC","EQ","01-Oct-2018","         34.40","         34.65","         34.65","         30.80","         33.35","         33.10","         32.21","    1067359","            34375833.80","       3821","     499152","         46.77"
"MANALIPETC","EQ","03-Oct-2018","         33.10","         33.35","         35.15","         32.25","         33.85","         33.85","         34.01","     520422","            17697403.50","       2888","     226082","         43.44"
"MANALIPETC","EQ","04-Oct-2018","         33.85","         33.00","         34.40","         32.65","         33.30","         33.60","         33.44","     488363","            16329872.25","       2447","     230411","         47.18"
"MANALIPETC","EQ","05-Oct-2018","         33.60","         33.40","         33.90","         32.00","         32.10","         32.20","         32.77","     522772","            17130823.70","       3012","     193001","         36.92"
"MANALIPETC","EQ","08-Oct-2018","         32.20","         32.45","         33.10","         29.60","         30.50","         30.85","         31.47","     739492","            23271592.95","       3238","     393939","         53.27"
"MANALIPETC","EQ","09-Oct-2018","         30.85","         31.30","         31.40","         29.70","         30.00","         30.10","         30.37","     612725","            18610429.95","       2797","     210546","         34.36"
"MANALIPETC","EQ","10-Oct-2018","         30.10","         30.25","         32.35","         30.25","         32.00","         32.00","         31.73","     532832","            16904348.25","       2872","     222108","         41.68"
"MANALIPETC","EQ","11-Oct-2018","         32.00","         30.20","         31.90","         30.00","         31.20","         31.35","         31.26","     422027","            13191960.05","       2373","     112356","         26.62"
"MANALIPETC","EQ","12-Oct-2018","         31.35","         31.50","         33.20","         31.45","         31.90","         31.80","         32.41","     578904","            18763100.40","       2859","     228308","         39.44"
"MANALIPETC","EQ","15-Oct-2018","         31.80","         32.10","         34.85","         32.00","         34.50","         34.30","         33.22","     880811","            29261280.40","       4404","     396143","         44.97"
"MANALIPETC","EQ","16-Oct-2018","         34.30","         34.60","         36.40","         34.60","         35.60","         35.70","         35.65","     887187","            31628261.40","       4935","     330154","         37.21"
"MANALIPETC","EQ","17-Oct-2018","         35.70","         36.05","         36.75","         34.85","         35.05","         35.05","         35.69","     696571","            24862532.70","       3203","     280511","         40.27"
"MANALIPETC","EQ","19-Oct-2018","         35.05","         34.80","         35.80","         34.30","         35.35","         35.20","         34.90","     483304","            16868767.60","       2358","     195304","         40.41"
"MANALIPETC","EQ","22-Oct-2018","         35.20","         36.00","         36.80","         33.45","         33.65","         33.80","         35.24","     898300","            31654956.45","       4182","     315329","         35.10"
"MANALIPETC","EQ","23-Oct-2018","         33.80","         33.50","         34.10","         33.05","         33.75","         33.55","         33.61","     541666","            18205926.25","       2650","     171326","         31.63"
"MANALIPETC","EQ","24-Oct-2018","         33.55","         33.75","         34.65","         33.60","         34.00","         34.00","         34.10","     485954","            16572342.15","       2503","     144796","         29.80"
"MANALIPETC","EQ","25-Oct-2018","         34.00","         33.85","         34.20","         33.25","         33.55","         33.35","         33.61","     407262","            13689156.10","       1820","     181225","         44.50"
"MANALIPETC","EQ","26-Oct-2018","         33.35","         33.70","         33.75","         32.55","         32.75","         32.65","         33.27","     427295","            14214167.20","       2208","     145951","         34.16"
"MANALIPETC","EQ","29-Oct-2018","         32.65","         32.80","         33.70","         32.65","         33.60","         33.40","         33.17","     396417","            13151100.50","       2109","     116230","         29.32"
"MANALIPETC","EQ","30-Oct-2018","         33.40","         33.55","         33.90","         33.10","         33.40","         33.30","         33.58","     350331","            11763191.05","       1976","     123977","         35.39"
"MANALIPETC","EQ","31-Oct-2018","         33.30","         33.50","         34.35","         33.20","         34.10","         34.05","         33.71","     507166","            17096660.70","       2196","     193876","         38.23"
"MANALIPETC","EQ","01-Nov-2018","         34.05","         34.10","         34.70","         33.90","         34.30","         34.35","         34.31","     496719","            17040874.80","       2895","     173407","         34.91"
"MANALIPETC","EQ","02-Nov-2018","         34.35","         34.45","         35.20","         34.35","         34.55","         34.55","         34.81","     563261","            19608560.90","       2417","     217876","         38.68"
"MANALIPETC","EQ","05-Nov-2018","         34.55","         34.65","         34.70","         33.80","         34.05","         33.95","         34.13","     239063","             8159684.65","       1147","      72163","         30.19"
"MANALIPETC","EQ","06-Nov-2018","         33.95","         34.05","         34.30","         33.95","         34.00","         34.05","         34.10","     186067","             6345567.00","        719","      81546","         43.83"
"MANALIPETC","EQ","07-Nov-2018","         34.05","         34.40","         35.00","         34.40","         34.80","         34.55","         34.60","      97148","             3361642.35","        567","      69219","         71.25"
"MANALIPETC","EQ","09-Nov-2018","         34.55","         34.55","         35.20","         34.45","         34.70","         34.75","         34.89","     300060","            10469972.05","       1456","     121331","         40.44"
"MANALIPETC","EQ","12-Nov-2018","         34.75","         34.30","         35.00","         33.80","         33.85","         34.00","         34.54","     343374","            11859699.40","       2028","     117930","         34.34"
"MANALIPETC","EQ","13-Nov-2018","         34.00","         34.80","         36.40","         34.60","         34.80","         34.80","         35.07","     603746","            21174663.00","       3617","     176455","         29.23"
"MANALIPETC","EQ","14-Nov-2018","         34.80","         35.00","         35.50","         34.50","         34.80","         34.70","         35.13","     283239","             9951339.80","       1271","     124980","         44.13"
"MANALIPETC","EQ","15-Nov-2018","         34.70","         34.70","         34.85","         34.15","         34.25","         34.25","         34.40","     243606","             8379596.65","       1282","      87314","         35.84"
"MANALIPETC","EQ","16-Nov-2018","         34.25","         34.25","         35.15","         33.90","         34.15","         34.25","         34.42","     390068","            13426502.00","       1845","     134120","         34.38"
"MANALIPETC","EQ","19-Nov-2018","         34.25","         34.00","         34.50","         34.00","         34.40","         34.25","         34.21","     213690","             7310139.90","       1065","      66727","         31.23"
"MANALIPETC","EQ","20-Nov-2018","         34.25","         34.20","         34.70","         33.90","         33.95","         34.00","         34.22","     313644","            10732164.85","       1458","     120375","         38.38"
"MANALIPETC","EQ","21-Nov-2018","         34.00","         34.25","         34.70","         33.90","         34.10","         33.95","         34.17","     229927","             7857280.20","       1522","      72598","         31.57"
"MANALIPETC","EQ","22-Nov-2018","         33.95","         34.10","         34.35","         33.55","         33.60","         33.65","         33.91","     154823","             5250799.90","        668","      78019","         50.39"
"MANALIPETC","EQ","26-Nov-2018","         33.65","         34.00","         34.05","         32.65","         32.80","         32.75","         33.12","     274193","             9080893.45","       1345","     152386","         55.58"
"MANALIPETC","EQ","27-Nov-2018","         32.75","         32.75","         32.95","         32.00","         32.50","         32.25","         32.58","     170457","             5553511.50","        846","      96035","         56.34"
"MANALIPETC","EQ","28-Nov-2018","         32.25","         32.45","         33.05","         32.10","         32.20","         32.25","         32.58","     237046","             7721823.65","       1254","      74882","         31.59"
"MANALIPETC","EQ","29-Nov-2018","         32.25","         32.35","         32.65","         31.75","         31.80","         31.85","         32.05","     259870","             8329985.25","       1176","     145765","         56.09"
"MANALIPETC","EQ","30-Nov-2018","         31.85","         32.00","         32.50","         31.80","         31.85","         31.95","         32.07","     138167","             4431619.05","        796","      66069","         47.82"
"MANALIPETC","EQ","03-Dec-2018","         31.95","         32.10","         32.35","         31.55","         31.65","         31.70","         31.77","     151438","             4810838.80","        915","      95874","         63.31"
"MANALIPETC","EQ","04-Dec-2018","         31.70","         31.85","         32.60","         31.55","         32.00","         32.15","         32.06","     101823","             3264189.75","        761","      46027","         45.20"
"MANALIPETC","EQ","05-Dec-2018","         32.15","         32.05","         32.05","         31.55","         31.70","         31.65","         31.71","      91331","             2895672.70","        482","      67501","         73.91"
"MANALIPETC","EQ","06-Dec-2018","         31.65","         31.50","         31.90","         31.30","         31.50","         31.50","         31.57","      89552","             2827576.10","        581","      58910","         65.78"
"MANALIPETC","EQ","07-Dec-2018","         31.50","         31.50","         31.75","         31.25","         31.40","         31.50","         31.54","      61986","             1955338.70","        389","      41820","         67.47"
"MANALIPETC","EQ","10-Dec-2018","         31.50","         31.65","         31.65","         30.45","         30.50","         30.55","         30.77","     119123","             3665688.35","        794","      79357","         66.62"
"MANALIPETC","EQ","11-Dec-2018","         30.55","         30.05","         31.65","         30.05","         31.30","         31.45","         30.97","     108765","             3368909.70","        748","      62475","         57.44"
"MANALIPETC","EQ","12-Dec-2018","         31.45","         31.35","         32.30","         31.35","         32.20","         32.20","         32.04","     119914","             3841746.95","        666","      72869","         60.77"
"MANALIPETC","EQ","13-Dec-2018","         32.20","         32.50","         33.40","         32.20","         32.45","         32.55","         32.87","     217527","             7150172.60","       1219","     114265","         52.53"
"MANALIPETC","EQ","14-Dec-2018","         32.55","         32.50","         32.70","         32.00","         32.20","         32.25","         32.27","     114127","             3682499.65","        627","      75818","         66.43"
"MANALIPETC","EQ","17-Dec-2018","         32.25","         32.20","         32.80","         32.05","         32.15","         32.25","         32.37","      82832","             2681485.30","        488","      44512","         53.74"
"MANALIPETC","EQ","18-Dec-2018","         32.25","         32.05","         32.90","         31.90","         32.70","         32.50","         32.38","     179326","             5806697.95","        845","      80945","         45.14"
"MANALIPETC","EQ","19-Dec-2018","         32.50","         32.70","         34.40","         32.30","         33.60","         33.55","         33.65","     529644","            17824021.10","       2235","     257931","         48.70"
"MANALIPETC","EQ","20-Dec-2018","         33.55","         33.45","         34.00","         33.20","         33.40","         33.40","         33.60","     233617","             7848518.85","        933","     115603","         49.48"
"MANALIPETC","EQ","21-Dec-2018","         33.40","         33.30","         33.80","         32.50","         32.70","         32.65","         32.87","     224508","             7380116.30","        933","     151460","         67.46"
"MANALIPETC","EQ","24-Dec-2018","         32.65","         33.00","         33.30","         32.30","         32.90","         32.60","         32.70","     130188","             4256580.55","        631","      84571","         64.96"
"MANALIPETC","EQ","26-Dec-2018","         32.60","         32.85","         33.50","         31.80","         32.20","         32.25","         32.32","     493587","            15954990.40","       2661","     186465","         37.78"
"MANALIPETC","EQ","27-Dec-2018","         32.25","         32.50","         32.95","         32.20","         32.45","         32.35","         32.51","     158337","             5146878.05","       1403","      83822","         52.94"
"MANALIPETC","EQ","28-Dec-2018","         32.35","         32.85","         32.85","         32.20","         32.25","         32.30","         32.43","     106705","             3460570.95","        841","      67465","         63.23"
"MANALIPETC","EQ","31-Dec-2018","         32.30","         32.20","         32.50","         31.45","         31.75","         31.75","         31.87","     378735","            12068865.10","       1288","     277403","         73.24"
"MANALIPETC","EQ","01-Jan-2019","         31.75","         31.75","         32.20","         31.50","         31.85","         32.00","         31.96","     153145","             4893955.95","        675","      80141","         52.33"
"MANALIPETC","EQ","02-Jan-2019","         32.00","         31.90","         32.10","         31.70","         31.95","         31.85","         31.95","     105630","             3374562.95","        508","      63968","         60.56"
"MANALIPETC","EQ","03-Jan-2019","         31.85","         31.90","         32.10","         31.60","         31.70","         31.75","         31.81","      84736","             2695097.85","        403","      56075","         66.18"
"MANALIPETC","EQ","04-Jan-2019","         31.75","         31.80","         32.00","         31.40","         31.50","         31.55","         31.62","     134151","             4242323.00","        653","      96628","         72.03"
"MANALIPETC","EQ","07-Jan-2019","         31.55","         31.95","         31.95","         31.45","         31.45","         31.55","         31.60","     140784","             4448905.15","        562","      96147","         68.29"
"MANALIPETC","EQ","08-Jan-2019","         31.55","         31.75","         31.75","         31.20","         31.25","         31.30","         31.48","     289072","             9099354.65","       1027","     194349","         67.23"
"MANALIPETC","EQ","09-Jan-2019","         31.30","         31.60","         31.60","         30.85","         30.90","         30.95","         31.16","     209706","             6533521.00","        912","     153824","         73.35"
"MANALIPETC","EQ","10-Jan-2019","         30.95","         31.05","         31.05","         30.10","         30.10","         30.25","         30.55","     301727","             9216676.70","       1258","     226113","         74.94"
"MANALIPETC","EQ","11-Jan-2019","         30.25","         30.50","         30.50","         28.95","         29.10","         29.20","         29.32","     675743","            19813358.30","       2943","     466652","         69.06"
"MANALIPETC","EQ","14-Jan-2019","         29.20","         29.35","         29.75","         28.85","         29.65","         29.60","         29.39","     203647","             5986196.90","       1066","     106482","         52.29"
"MANALIPETC","EQ","15-Jan-2019","         29.60","         29.85","         30.25","         29.15","         29.70","         29.60","         29.71","     247700","             7358066.55","       1236","     127841","         51.61"
"MANALIPETC","EQ","16-Jan-2019","         29.60","         30.35","         30.50","         29.45","         29.60","         29.60","         29.89","     383519","            11463445.95","       1702","     160465","         41.84"
"MANALIPETC","EQ","17-Jan-2019","         29.60","         29.70","         30.70","         29.45","         29.75","         29.85","         29.95","     351629","            10531860.85","       1455","     122865","         34.94"
"MANALIPETC","EQ","18-Jan-2019","         29.85","         29.90","         30.00","         29.40","         29.55","         29.55","         29.67","     137292","             4073066.15","        610","      87559","         63.78"
"MANALIPETC","EQ","21-Jan-2019","         29.55","         29.80","         29.80","         28.70","         28.80","         28.80","         29.20","     183922","             5369996.25","        933","     130169","         70.77"
"MANALIPETC","EQ","22-Jan-2019","         28.80","         28.45","         28.85","         28.25","         28.35","         28.35","         28.43","     147965","             4206017.15","        784","     111213","         75.16"
"MANALIPETC","EQ","23-Jan-2019","         28.35","         28.50","         28.50","         27.15","         27.20","         27.20","         27.67","     283459","             7843098.55","       1427","     194680","         68.68"
"MANALIPETC","EQ","24-Jan-2019","         27.20","         27.35","         27.35","         25.60","         25.75","         25.70","         26.04","     508411","            13239489.50","       2192","     333183","         65.53"
"MANALIPETC","EQ","25-Jan-2019","         25.70","         26.50","         26.50","         24.10","         24.90","         24.50","         25.19","     329847","             8310060.25","       1543","     219792","         66.63"
"MANALIPETC","EQ","28-Jan-2019","         24.50","         24.80","         24.80","         22.75","         23.30","         23.20","         23.42","     415501","             9732321.95","       2430","     280953","         67.62"
"MANALIPETC","EQ","29-Jan-2019","         23.20","         23.10","         23.30","         21.10","         23.00","         22.70","         22.51","     378421","             8517101.30","       2847","     182348","         48.19"
"MANALIPETC","EQ","30-Jan-2019","         22.70","         23.40","         24.00","         22.95","         23.90","         23.90","         23.57","     248817","             5864319.20","       1768","     163268","         65.62"
"MANALIPETC","EQ","31-Jan-2019","         23.90","         24.45","         25.55","         24.20","         25.05","         25.15","         24.99","     323624","             8088379.50","       1213","     195438","         60.39"
"MANALIPETC","EQ","01-Feb-2019","         25.15","         25.70","         25.70","         24.30","         24.90","         24.65","         25.06","     179539","             4499570.25","       1167","     117784","         65.60"
"MANALIPETC","EQ","04-Feb-2019","         24.65","         24.85","         24.90","         23.25","         23.60","         23.55","         23.81","     135088","             3216017.60","        729","      93511","         69.22"
"MANALIPETC","EQ","05-Feb-2019","         23.55","         23.50","         23.60","         22.90","         23.10","         23.00","         23.22","     137364","             3189115.95","        774","      88866","         64.69"
"MANALIPETC","EQ","06-Feb-2019","         23.00","         23.10","         23.45","         22.35","         22.80","         22.90","         22.86","     181388","             4147205.20","       1164","     109480","         60.36"
"MANALIPETC","EQ","07-Feb-2019","         22.90","         22.55","         24.30","         22.55","         23.70","         23.75","         23.73","     219411","             5205686.25","       1048","     114077","         51.99"
"MANALIPETC","EQ","08-Feb-2019","         23.75","         24.00","         25.00","         23.50","         23.90","         23.75","         24.35","     179288","             4365892.75","        821","     120237","         67.06"
"MANALIPETC","EQ","11-Feb-2019","         23.75","         24.60","         24.60","         23.25","         23.50","         23.50","         23.65","      68117","             1610664.25","        767","      43850","         64.37"
"MANALIPETC","EQ","12-Feb-2019","         23.50","         23.75","         24.60","         22.85","         23.75","         23.60","         23.46","     263983","             6191728.55","       2325","      86045","         32.59"
"MANALIPETC","EQ","13-Feb-2019","         23.60","         23.50","         23.60","         22.60","         22.80","         22.75","         23.02","     158340","             3645005.20","        897","     118247","         74.68"
"MANALIPETC","EQ","14-Feb-2019","         22.75","         22.55","         23.25","         22.55","         22.95","         23.00","         22.87","      94151","             2153674.60","       1021","      54124","         57.49"
"MANALIPETC","EQ","15-Feb-2019","         23.00","         22.95","         23.20","         22.30","         22.65","         22.65","         22.81","      77106","             1759005.00","        724","      50115","         64.99"
"MANALIPETC","EQ","18-Feb-2019","         22.65","         23.20","         23.20","         22.30","         22.35","         22.45","         22.49","     101249","             2277253.30","        729","      72435","         71.54"
"MANALIPETC","EQ","19-Feb-2019","         22.45","         22.40","         23.10","         22.05","         22.30","         22.30","         22.58","      66100","             1492815.50","        792","      33732","         51.03"
"MANALIPETC","EQ","20-Feb-2019","         22.30","         22.50","         23.20","         22.50","         22.70","         22.70","         22.82","     121224","             2766637.85","        626","      70678","         58.30"
"MANALIPETC","EQ","21-Feb-2019","         22.70","         22.90","         23.95","         22.60","         23.60","         23.65","         23.24","     182280","             4236265.40","       1154","     107498","         58.97"
"MANALIPETC","EQ","22-Feb-2019","         23.65","         23.65","         23.95","         23.05","         23.65","         23.75","         23.65","     234729","             5551655.45","        977","     180249","         76.79"
"MANALIPETC","EQ","25-Feb-2019","         23.75","         23.45","         24.75","         23.45","         24.10","         24.05","         24.17","     232023","             5607304.15","       1493","     131707","         56.76"
"MANALIPETC","EQ","26-Feb-2019","         24.05","         23.60","         25.50","         22.95","         24.60","         24.35","         24.17","     448604","            10842833.80","       2511","     162141","         36.14"
"MANALIPETC","EQ","27-Feb-2019","         24.35","         25.00","         25.30","         23.80","         24.05","         24.15","         24.37","     210894","             5139697.55","       1538","     123855","         58.73"
"MANALIPETC","EQ","28-Feb-2019","         24.15","         24.25","         24.50","         24.05","         24.15","         24.15","         24.22","      76437","             1851109.50","        615","      33429","         43.73"
"MANALIPETC","EQ","01-Mar-2019","         24.15","         24.10","         24.90","         24.10","         24.65","         24.70","         24.64","     167071","             4117145.75","        968","     125908","         75.36"
"MANALIPETC","EQ","05-Mar-2019","         24.70","         24.50","         26.10","         24.50","         26.00","         25.95","         25.64","     425308","            10904390.25","       2637","     215056","         50.56"
"MANALIPETC","EQ","06-Mar-2019","         25.95","         26.20","         26.70","         25.85","         25.85","         25.95","         26.20","     301199","             7891912.70","       1404","     194512","         64.58"
"MANALIPETC","EQ","07-Mar-2019","         25.95","         25.65","         26.75","         25.60","         26.20","         25.85","         26.16","     215595","             5638887.45","       1220","     103460","         47.99"
"MANALIPETC","EQ","08-Mar-2019","         25.85","         25.85","         26.30","         25.80","         26.10","         26.05","         26.11","     241172","             6296023.10","       1158","     172909","         71.70"
"MANALIPETC","EQ","11-Mar-2019","         26.05","         26.15","         27.10","         26.15","         26.95","         26.75","         26.64","     326151","             8688408.00","       1793","     159693","         48.96"
"MANALIPETC","EQ","12-Mar-2019","         26.75","         27.25","         28.05","         26.75","         26.95","         26.95","         27.38","     473794","            12971746.40","       1677","     218596","         46.14"
"MANALIPETC","EQ","13-Mar-2019","         26.95","         27.25","         27.25","         26.50","         26.70","         26.60","         26.81","     138160","             3703651.95","        830","      77885","         56.37"
"MANALIPETC","EQ","14-Mar-2019","         26.60","         26.60","         26.90","         25.75","         25.85","         26.00","         26.21","     165534","             4339272.00","       1076","     104051","         62.86"
"MANALIPETC","EQ","15-Mar-2019","         26.00","         26.00","         26.65","         25.85","         26.10","         26.15","         26.33","     199470","             5252202.85","        953","     123242","         61.78"
"MANALIPETC","EQ","18-Mar-2019","         26.15","         27.25","         27.70","         26.50","         27.00","         26.85","         27.05","     641088","            17338376.30","       3088","     226626","         35.35"
"MANALIPETC","EQ","19-Mar-2019","         26.85","         27.15","         27.25","         26.50","         26.90","         26.80","         26.79","     160740","             4306454.55","        640","      91407","         56.87"
"MANALIPETC","EQ","20-Mar-2019","         26.80","         26.70","         26.90","         26.45","         26.50","         26.55","         26.62","     138569","             3688364.35","        464","      92712","         66.91"
"MANALIPETC","EQ","22-Mar-2019","         26.55","         26.85","         27.25","         25.90","         26.10","         26.00","         26.47","     311891","             8254703.00","        996","     217303","         69.67"
"MANALIPETC","EQ","25-Mar-2019","         26.00","         25.85","         26.00","         25.25","         25.35","         25.40","         25.69","     150886","             3875915.00","        626","      95858","         63.53"
"MANALIPETC","EQ","26-Mar-2019","         25.40","         25.10","         26.00","         24.90","         25.00","         25.10","         25.16","     386974","             9737108.05","        924","     310807","         80.32"
"MANALIPETC","EQ","27-Mar-2019","         25.10","         25.10","         25.50","         24.60","         24.60","         24.70","         24.98","     223525","             5583258.80","        768","     155410","         69.53"
"MANALIPETC","EQ","28-Mar-2019","         24.70","         24.85","         25.45","         24.75","         25.10","         25.00","         25.03","     201843","             5051908.90","        676","     117179","         58.05"
