"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"MANALIPETC","BE","20-Aug-2021","         92.60","         90.00","         92.00","         88.00","         88.10","         88.30","         89.75","     557727","            50054601.80","       7585","-","-"
"MANALIPETC","BE","23-Aug-2021","         88.30","         88.10","         90.00","         83.90","         83.90","         83.90","         84.50","     602317","            50895013.30","       5485","-","-"
"MANALIPETC","BE","24-Aug-2021","         83.90","         82.25","         88.05","         80.10","         88.05","         88.05","         83.87","     446361","            37437708.30","       4278","-","-"
"MANALIPETC","BE","25-Aug-2021","         88.05","         90.20","         91.00","         87.15","         88.85","         88.15","         89.44","     271989","            24326879.30","       2555","-","-"
"MANALIPETC","BE","26-Aug-2021","         88.15","         91.60","         91.60","         88.00","         90.50","         89.80","         89.65","     231753","            20777660.35","       2073","-","-"
"MANALIPETC","BE","27-Aug-2021","         89.80","         90.00","         90.00","         86.80","         89.00","         89.15","         88.62","     145446","            12889193.00","       1758","-","-"
"MANALIPETC","BE","30-Aug-2021","         89.15","         90.50","         91.00","         88.75","         90.30","         89.90","         90.02","     331044","            29801745.25","       2889","-","-"
"MANALIPETC","BE","31-Aug-2021","         89.90","         89.90","         90.30","         88.15","         88.70","         88.65","         88.94","     169711","            15094131.95","       1898","-","-"
"MANALIPETC","BE","01-Sep-2021","         88.65","         89.90","         91.70","         88.00","         90.50","         90.10","         90.25","     316478","            28561181.95","       1929","-","-"
"MANALIPETC","BE","02-Sep-2021","         90.10","         89.00","         92.40","         88.50","         91.85","         91.85","         91.10","     274975","            25051191.75","       2011","-","-"
"MANALIPETC","BE","03-Sep-2021","         91.85","         91.95","         92.00","         88.90","         89.75","         89.75","         89.65","     203500","            18243775.75","       2346","-","-"
"MANALIPETC","BE","06-Sep-2021","         89.75","         91.00","         91.90","         87.50","         87.70","         87.85","         88.58","     281561","            24941753.55","       3021","-","-"
"MANALIPETC","BE","07-Sep-2021","         87.85","         86.50","         88.35","         85.85","         86.80","         86.65","         86.78","     218536","            18965267.65","       2144","-","-"
"MANALIPETC","BE","08-Sep-2021","         86.65","         88.40","         88.50","         86.00","         88.50","         88.10","         87.52","     255180","            22332817.65","       1857","-","-"
"MANALIPETC","BE","09-Sep-2021","         88.10","         89.25","         92.50","         87.05","         92.50","         91.45","         89.86","     482114","            43320818.40","       3396","-","-"
"MANALIPETC","EQ","13-Sep-2021","         91.45","         92.00","         93.00","         89.00","         91.95","         92.00","         91.37","     767794","            70154613.30","       7524","     508014","         66.17"
"MANALIPETC","EQ","14-Sep-2021","         92.00","         92.95","         94.90","         91.60","         94.70","         93.70","         93.08","     724241","            67413759.75","       5317","     515906","         71.23"
"MANALIPETC","EQ","15-Sep-2021","         93.70","         95.00","         98.35","         93.80","         98.35","         98.35","         97.67","    1474653","           144030840.60","       8631","     942740","         63.93"
"MANALIPETC","EQ","16-Sep-2021","         98.35","         99.65","        103.00","         99.00","        100.05","        100.30","        100.76","    1311063","           132105112.85","      11614","     851043","         64.91"
"MANALIPETC","EQ","17-Sep-2021","        100.30","        100.80","        105.00","         96.60","        103.50","        103.15","        101.34","    1551046","           157185360.70","      13288","     944519","         60.90"
"MANALIPETC","EQ","20-Sep-2021","        103.15","        103.15","        108.30","        101.50","        104.65","        105.35","        107.32","    3169673","           340162439.25","      17628","    1310806","         41.35"
"MANALIPETC","EQ","21-Sep-2021","        105.35","        105.95","        107.80","        100.10","        104.65","        104.40","        102.89","    1372740","           141235006.70","       9804","     673195","         49.04"
"MANALIPETC","EQ","22-Sep-2021","        104.40","        106.50","        106.80","        103.15","        104.95","        104.65","        105.03","     690483","            72522496.70","       7049","     491280","         71.15"
"MANALIPETC","EQ","23-Sep-2021","        104.65","        105.55","        107.70","        104.10","        104.20","        104.35","        105.65","     685278","            72397678.65","       5611","     457822","         66.81"
"MANALIPETC","EQ","24-Sep-2021","        104.35","        105.20","        108.40","        100.05","        106.70","        106.65","        105.35","    1791781","           188761650.60","      12112","     784979","         43.81"
"MANALIPETC","EQ","27-Sep-2021","        106.65","        109.00","        111.95","        108.20","        111.95","        111.95","        111.68","    1841193","           205626590.20","       6620","     965452","         52.44"
"MANALIPETC","EQ","28-Sep-2021","        111.95","        116.80","        117.50","        115.90","        117.50","        117.50","        117.29","    1922328","           225461340.25","       7331","    1042819","         54.25"
"MANALIPETC","EQ","29-Sep-2021","        117.50","        121.50","        123.35","        117.50","        123.35","        123.35","        122.50","    1088263","           133310537.05","       6206","     854017","         78.48"
"MANALIPETC","EQ","30-Sep-2021","        123.35","        127.50","        129.50","        118.65","        119.10","        119.85","        125.91","    3533719","           444938488.80","      35414","    1780704","         50.39"
"MANALIPETC","EQ","01-Oct-2021","        119.85","        118.00","        125.80","        115.30","        125.80","        125.80","        123.08","    1786858","           219926673.60","      15357","     826207","         46.24"
"MANALIPETC","EQ","04-Oct-2021","        125.80","        130.00","        132.05","        128.00","        132.05","        132.05","        131.61","     516707","            68004621.85","       2927","     434331","         84.06"
"MANALIPETC","EQ","05-Oct-2021","        132.05","        136.00","        138.65","        134.10","        136.40","        136.30","        137.40","    2860646","           393039761.45","      22535","    1585282","         55.42"
"MANALIPETC","EQ","06-Oct-2021","        136.30","        138.00","        138.00","        129.50","        129.50","        129.50","        131.18","    1858732","           243822656.20","      15281","    1204313","         64.79"
"MANALIPETC","EQ","07-Oct-2021","        129.50","        130.70","        133.00","        123.50","        125.00","        124.20","        127.43","    1275368","           162523899.95","      14972","     905642","         71.01"
"MANALIPETC","BE","08-Oct-2021","        124.20","        125.40","        129.50","        118.00","        124.50","        124.20","        123.90","     622083","            77078990.25","       6439","-","-"
"MANALIPETC","BE","11-Oct-2021","        124.20","        126.60","        128.50","        122.30","        124.00","        125.50","        125.77","     317787","            39966865.20","       4102","-","-"
"MANALIPETC","BE","12-Oct-2021","        125.50","        125.50","        126.80","        120.00","        121.60","        121.30","        121.38","     318405","            38648478.85","       5050","-","-"
"MANALIPETC","BE","13-Oct-2021","        121.30","        123.50","        123.50","        120.00","        120.60","        120.50","        121.15","     324945","            39368433.60","       5476","-","-"
"MANALIPETC","BE","14-Oct-2021","        120.50","        121.20","        126.50","        118.75","        126.50","        125.75","        123.16","     519542","            63984436.10","       7346","-","-"
"MANALIPETC","BE","18-Oct-2021","        125.75","        129.75","        129.80","        121.10","        124.40","        123.95","        125.04","     481950","            60265139.05","       4491","-","-"
"MANALIPETC","BE","19-Oct-2021","        123.95","        124.00","        126.00","        117.80","        117.80","        118.85","        121.15","     472641","            57259386.75","       5338","-","-"
"MANALIPETC","BE","20-Oct-2021","        118.85","        118.85","        120.50","        112.95","        116.45","        114.25","        115.37","     425783","            49123474.75","       5846","-","-"
"MANALIPETC","BE","21-Oct-2021","        114.25","        115.00","        118.00","        114.00","        117.80","        117.50","        116.44","     280204","            32628352.95","       2957","-","-"
"MANALIPETC","BE","22-Oct-2021","        117.50","        118.90","        119.30","        113.75","        115.45","        114.95","        116.43","     166287","            19360044.25","       2315","-","-"
"MANALIPETC","BE","25-Oct-2021","        114.95","        114.95","        114.95","        109.30","        112.50","        111.85","        111.43","     284780","            31732101.00","       3523","-","-"
"MANALIPETC","BE","26-Oct-2021","        111.85","        111.85","        114.90","        110.50","        113.40","        112.75","        113.09","     111570","            12617607.35","       2105","-","-"
"MANALIPETC","BE","27-Oct-2021","        112.75","        116.00","        118.35","        113.00","        118.35","        118.35","        116.57","     303407","            35367587.40","       3219","-","-"
"MANALIPETC","BE","28-Oct-2021","        118.35","        119.00","        121.95","        116.60","        119.50","        118.70","        119.02","     281707","            33527823.40","       3426","-","-"
"MANALIPETC","BE","29-Oct-2021","        118.70","        123.00","        123.00","        117.05","        120.55","        121.55","        121.17","     436151","            52847887.65","       5539","-","-"
"MANALIPETC","EQ","01-Nov-2021","        121.55","        122.05","        123.70","        116.00","        120.20","        120.40","        120.22","     347814","            41815813.00","       4332","     241536","         69.44"
"MANALIPETC","EQ","02-Nov-2021","        120.40","        123.00","        123.00","        115.00","        116.45","        116.30","        116.84","     414042","            48375231.25","       4960","     302783","         73.13"
"MANALIPETC","EQ","03-Nov-2021","        116.30","        117.70","        117.90","        110.60","        112.35","        112.15","        113.36","     522156","            59192462.20","       5846","     378312","         72.45"
"MANALIPETC","EQ","04-Nov-2021","        112.15","        113.95","        114.95","        112.30","        114.95","        114.85","        114.30","     117993","            13486149.60","       2316","      97186","         82.37"
"MANALIPETC","EQ","08-Nov-2021","        114.85","        117.00","        119.00","        115.20","        117.80","        117.40","        117.16","     333041","            39018220.80","       4284","     219613","         65.94"
"MANALIPETC","EQ","09-Nov-2021","        117.40","        118.00","        121.25","        116.00","        119.60","        118.70","        119.18","     392996","            46838463.95","       3829","     285026","         72.53"
"MANALIPETC","EQ","10-Nov-2021","        118.70","        124.60","        124.60","        124.60","        124.60","        124.60","        124.60","     229526","            28598939.60","       1271","     229525","        100.00"
"MANALIPETC","EQ","11-Nov-2021","        124.60","        130.80","        130.80","        125.05","        130.80","        130.80","        130.48","    2805742","           366087544.60","       9388","    1495303","         53.29"
"MANALIPETC","EQ","12-Nov-2021","        130.80","        134.00","        134.00","        124.30","        126.20","        126.15","        127.24","    1226517","           156063462.85","      11400","     700485","         57.11"
"MANALIPETC","EQ","15-Nov-2021","        126.15","        128.00","        128.00","        121.10","        124.50","        125.00","        124.65","     741875","            92473502.50","       7868","     410425","         55.32"
"MANALIPETC","EQ","16-Nov-2021","        125.00","        124.95","        125.95","        122.25","        122.30","        122.75","        124.33","     356993","            44384610.50","       4508","     248455","         69.60"
"MANALIPETC","EQ","17-Nov-2021","        122.75","        122.30","        124.20","        121.10","        122.75","        122.85","        123.02","     324548","            39927375.00","       5048","     224006","         69.02"
"MANALIPETC","EQ","18-Nov-2021","        122.85","        120.60","        123.95","        116.80","        119.00","        119.85","        119.87","     439296","            52656415.45","       5355","     274860","         62.57"
"MANALIPETC","EQ","22-Nov-2021","        119.85","        123.00","        123.00","        115.05","        116.00","        115.70","        117.86","     390777","            46055291.10","       6581","     254342","         65.09"
"MANALIPETC","EQ","23-Nov-2021","        115.70","        116.00","        120.50","        114.05","        119.65","        119.35","        117.85","     412903","            48661722.30","       8496","     263768","         63.88"
"MANALIPETC","EQ","24-Nov-2021","        119.35","        119.00","        121.50","        115.15","        117.00","        117.40","        119.67","     277490","            33206815.65","       4428","     187800","         67.68"
"MANALIPETC","EQ","25-Nov-2021","        117.40","        117.75","        121.00","        117.00","        120.55","        120.30","        119.61","     324488","            38811953.30","       4353","     201645","         62.14"
"MANALIPETC","BE","26-Nov-2021","        120.30","        119.90","        119.90","        114.80","        116.40","        115.50","        117.10","     248783","            29132428.00","       2664","-","-"
"MANALIPETC","BE","29-Nov-2021","        115.50","        113.00","        114.00","        109.75","        109.75","        109.75","        110.07","     350078","            38533391.65","       3466","-","-"
"MANALIPETC","BE","30-Nov-2021","        109.75","        109.75","        115.00","        108.00","        108.80","        109.20","        110.63","     317417","            35114541.05","       2880","-","-"
"MANALIPETC","BE","01-Dec-2021","        109.20","        109.25","        111.20","        107.00","        109.00","        109.40","        109.31","     159757","            17463515.05","       2354","-","-"
"MANALIPETC","BE","02-Dec-2021","        109.40","        110.00","        114.75","        108.50","        114.75","        113.50","        111.39","     174751","            19465186.15","       3407","-","-"
"MANALIPETC","BE","03-Dec-2021","        113.50","        113.25","        114.00","        111.00","        112.00","        111.75","        111.86","     129295","            14462570.55","       1892","-","-"
"MANALIPETC","EQ","06-Dec-2021","        111.75","        110.00","        112.65","        110.00","        110.00","        110.35","        111.00","     139721","            15509141.90","       2197","      95330","         68.23"
"MANALIPETC","EQ","07-Dec-2021","        110.35","        111.90","        114.45","        110.00","        114.40","        113.60","        112.02","     232629","            26059259.85","       3923","     166902","         71.75"
"MANALIPETC","EQ","08-Dec-2021","        113.60","        115.00","        116.00","        112.70","        113.10","        113.85","        114.28","     229877","            26270424.75","       2767","     154684","         67.29"
"MANALIPETC","EQ","09-Dec-2021","        113.85","        115.00","        115.20","        112.80","        113.25","        113.30","        113.90","     152980","            17425046.25","       2214","     103464","         67.63"
"MANALIPETC","EQ","10-Dec-2021","        113.30","        114.50","        118.95","        112.95","        118.95","        118.95","        116.64","     543416","            63384971.65","       4062","     396699","         73.00"
"MANALIPETC","EQ","13-Dec-2021","        118.95","        123.40","        123.40","        118.00","        118.80","        118.60","        120.88","     422954","            51128352.15","       5056","     303737","         71.81"
"MANALIPETC","EQ","14-Dec-2021","        118.60","        118.60","        119.90","        117.00","        117.25","        117.35","        118.01","     201119","            23733417.85","       2347","     137961","         68.60"
"MANALIPETC","EQ","15-Dec-2021","        117.35","        118.95","        118.95","        112.75","        115.00","        114.30","        115.93","     281422","            32625677.70","       3493","     194220","         69.01"
"MANALIPETC","EQ","16-Dec-2021","        114.30","        116.90","        116.95","        112.30","        113.70","        113.20","        114.40","     223954","            25619943.15","       3024","     149679","         66.83"
"MANALIPETC","EQ","17-Dec-2021","        113.20","        113.20","        113.95","        110.40","        111.85","        111.35","        111.76","     228847","            25576173.45","       2920","     159625","         69.75"
"MANALIPETC","EQ","20-Dec-2021","        111.35","        111.35","        111.85","        105.80","        105.80","        105.85","        106.87","     352329","            37653470.90","       5658","     255923","         72.64"
"MANALIPETC","EQ","21-Dec-2021","        105.85","        106.25","        109.75","        105.15","        108.00","        106.10","        107.13","     286578","            30700422.70","       3648","     181394","         63.30"
"MANALIPETC","EQ","22-Dec-2021","        106.10","        109.10","        109.10","        106.10","        107.40","        106.90","        107.12","     194272","            20810019.60","       2320","     131210","         67.54"
"MANALIPETC","EQ","23-Dec-2021","        106.90","        109.00","        109.70","        107.65","        108.25","        108.50","        108.67","     226175","            24577589.40","       2370","     140378","         62.07"
"MANALIPETC","EQ","24-Dec-2021","        108.50","        109.90","        109.90","        106.15","        106.50","        106.50","        106.98","     180302","            19288567.80","       2702","     122811","         68.11"
"MANALIPETC","EQ","27-Dec-2021","        106.50","        108.10","        108.10","        105.00","        106.50","        106.85","        106.93","     196071","            20966421.45","       2228","     121694","         62.07"
"MANALIPETC","EQ","28-Dec-2021","        106.85","        107.85","        110.00","        107.40","        109.00","        108.75","        108.79","     227113","            24707166.05","       3113","     150480","         66.26"
"MANALIPETC","EQ","29-Dec-2021","        108.75","        108.00","        110.00","        106.70","        108.00","        107.70","        108.25","     200947","            21751703.60","       2521","     132948","         66.16"
"MANALIPETC","EQ","30-Dec-2021","        107.70","        109.50","        109.50","        105.40","        108.00","        106.95","        107.76","     209355","            22560635.20","       2514","     121668","         58.12"
"MANALIPETC","EQ","31-Dec-2021","        106.95","        108.50","        109.50","        107.25","        109.50","        108.95","        108.46","     179500","            19468204.45","       2577","     115105","         64.13"
"MANALIPETC","EQ","03-Jan-2022","        108.95","        111.00","        119.80","        111.00","        114.90","        114.85","        117.35","    1128079","           132381446.00","       9447","     659507","         58.46"
"MANALIPETC","EQ","04-Jan-2022","        114.85","        116.25","        117.50","        113.00","        113.65","        114.10","        114.96","     403854","            46428156.50","       5113","     259883","         64.35"
"MANALIPETC","EQ","05-Jan-2022","        114.10","        113.50","        119.70","        112.80","        116.80","        117.05","        116.78","     830662","            97008572.55","       6915","     450350","         54.22"
"MANALIPETC","EQ","06-Jan-2022","        117.05","        116.25","        117.75","        114.70","        115.95","        115.50","        115.85","     312844","            36243530.30","       4278","     185026","         59.14"
"MANALIPETC","EQ","07-Jan-2022","        115.50","        117.50","        117.70","        113.00","        113.90","        113.85","        114.49","     370938","            42467256.35","       4292","     267620","         72.15"
"MANALIPETC","BE","10-Jan-2022","        113.85","        117.00","        119.50","        115.00","        119.50","        119.50","        118.59","     504772","            59861401.95","       3228","-","-"
"MANALIPETC","BE","11-Jan-2022","        119.50","        125.10","        125.45","        121.00","        125.45","        125.40","        124.81","     795555","            99295987.80","       5038","-","-"
"MANALIPETC","BE","12-Jan-2022","        125.40","        127.00","        128.50","        119.50","        120.70","        120.45","        122.35","     490859","            60057857.75","       4579","-","-"
"MANALIPETC","BE","13-Jan-2022","        120.45","        121.00","        123.00","        117.55","        117.95","        117.90","        118.60","     233389","            27679326.90","       1963","-","-"
"MANALIPETC","BE","14-Jan-2022","        117.90","        115.05","        119.00","        115.05","        119.00","        117.85","        116.82","     273459","            31945227.05","       2693","-","-"
"MANALIPETC","EQ","17-Jan-2022","        117.85","        120.90","        120.90","        116.20","        117.70","        118.50","        119.09","     302495","            36024046.20","       3583","     238803","         78.94"
"MANALIPETC","EQ","18-Jan-2022","        118.50","        119.80","        122.00","        115.30","        116.70","        115.90","        117.14","     297264","            34821189.15","       3859","     211290","         71.08"
"MANALIPETC","EQ","19-Jan-2022","        115.90","        115.75","        118.00","        114.85","        117.35","        116.55","        115.99","     228830","            26541443.60","       2473","     183928","         80.38"
"MANALIPETC","EQ","20-Jan-2022","        116.55","        117.50","        118.40","        113.65","        115.10","        114.95","        115.82","     300947","            34855945.85","       3667","     216397","         71.91"
"MANALIPETC","EQ","21-Jan-2022","        114.95","        114.50","        116.45","        110.95","        113.70","        113.35","        114.22","     371017","            42375939.95","       4504","     259183","         69.86"
"MANALIPETC","EQ","24-Jan-2022","        113.35","        116.00","        116.00","        107.95","        109.00","        108.80","        110.02","     284675","            31321363.15","       5228","     241073","         69.71"
"MANALIPETC","EQ","25-Jan-2022","        108.80","        107.90","        114.00","        106.00","        113.70","        113.25","        112.16","     374462","            42000771.10","       6586","     261910","         69.94"
"MANALIPETC","EQ","27-Jan-2022","        113.25","        113.25","        113.70","        110.00","        112.85","        112.00","        111.77","     190363","            21276132.25","       2623","     119413","         62.73"
"MANALIPETC","EQ","28-Jan-2022","        112.00","        113.00","        115.50","        110.80","        112.25","        112.45","        113.27","     268782","            30445955.00","       3214","     174671","         64.99"
"MANALIPETC","EQ","31-Jan-2022","        112.45","        114.95","        115.50","        111.90","        112.70","        112.55","        112.98","     192560","            21755268.95","       2549","     124025","         64.41"
"MANALIPETC","EQ","01-Feb-2022","        112.55","        112.00","        114.00","        111.30","        112.75","        112.70","        112.61","     184333","            20757796.95","       2260","     121256","         65.78"
"MANALIPETC","EQ","02-Feb-2022","        112.70","        114.70","        117.00","        113.00","        116.95","        116.05","        114.65","     260767","            29896395.45","       3013","     195889","         75.12"
"MANALIPETC","EQ","03-Feb-2022","        116.05","        118.00","        118.20","        115.50","        116.65","        116.50","        116.91","     255537","            29873602.40","       2686","     178014","         69.66"
"MANALIPETC","EQ","04-Feb-2022","        116.50","        116.45","        117.90","        115.50","        116.35","        116.35","        116.48","     181273","            21114170.30","       2507","     119150","         65.73"
"MANALIPETC","EQ","07-Feb-2022","        116.35","        117.50","        117.70","        113.75","        114.90","        114.35","        115.12","     211589","            24357909.70","       2737","     144881","         68.47"
"MANALIPETC","EQ","08-Feb-2022","        114.35","        116.95","        116.95","        110.95","        112.15","        112.55","        112.95","     177611","            20061230.35","       2732","     117911","         66.39"
"MANALIPETC","EQ","09-Feb-2022","        112.55","        112.55","        116.40","        112.55","        113.90","        113.45","        114.42","     199875","            22869135.20","       2666","     134157","         67.12"
"MANALIPETC","EQ","10-Feb-2022","        113.45","        114.20","        117.00","        109.00","        112.45","        112.70","        113.36","     240277","            27236838.65","       2815","     173994","         72.41"
"MANALIPETC","EQ","11-Feb-2022","        112.70","        112.50","        117.70","        112.50","        114.00","        114.05","        114.76","     546970","            62768278.05","       4800","     356438","         65.17"
"MANALIPETC","EQ","14-Feb-2022","        114.05","        111.80","        113.40","        106.65","        107.40","        107.60","        108.71","     475374","            51675875.20","       5416","     357440","         75.19"
"MANALIPETC","EQ","15-Feb-2022","        107.60","        107.00","        107.50","        103.50","        105.30","        105.70","        105.30","     498441","            52485152.95","       5333","     354334","         71.09"
"MANALIPETC","EQ","16-Feb-2022","        105.70","        108.50","        108.50","        104.05","        104.10","        105.50","        106.52","     260334","            27729682.90","       3279","     183595","         70.52"
"MANALIPETC","EQ","17-Feb-2022","        105.50","        106.00","        107.00","        100.15","        103.20","        102.10","        103.55","     347064","            35939944.15","       4123","     258433","         74.46"
"MANALIPETC","EQ","18-Feb-2022","        102.10","        102.00","        102.05","         99.25","        100.50","        100.30","        100.51","     453076","            45539019.95","       4765","     305520","         67.43"
"MANALIPETC","EQ","21-Feb-2022","        100.30","        103.00","        103.45","         90.30","         94.25","         94.10","         97.02","     428477","            41571869.35","       6688","     286727","         66.92"
"MANALIPETC","EQ","22-Feb-2022","         94.10","         89.00","         91.70","         88.05","         89.70","         89.70","         89.65","     660044","            59174069.65","       7970","     410339","         62.17"
"MANALIPETC","EQ","23-Feb-2022","         89.70","         90.50","         98.65","         90.20","         94.20","         93.35","         94.59","     697469","            65973162.90","       7075","     336131","         48.19"
"MANALIPETC","EQ","24-Feb-2022","         93.35","         89.25","         98.00","         87.05","         90.65","         90.05","         92.07","    1203183","           110777901.10","      11145","     640681","         53.25"
"MANALIPETC","EQ","25-Feb-2022","         90.05","         94.95","         96.55","         92.25","         95.25","         95.05","         94.87","     442153","            41945852.75","       3915","     267905","         60.59"
"MANALIPETC","EQ","28-Feb-2022","         95.05","         95.05","        101.00","         92.40","         99.00","         98.65","         96.70","     441368","            42681870.60","       4760","     242764","         55.00"
"MANALIPETC","EQ","02-Mar-2022","         98.65","         97.50","         98.85","         94.35","         96.40","         96.35","         96.70","     461837","            44661436.20","       4909","     247564","         53.60"
"MANALIPETC","EQ","03-Mar-2022","         96.35","         99.00","        100.90","         98.00","         99.00","         98.80","         99.44","     414291","            41198779.45","       3940","     233549","         56.37"
"MANALIPETC","EQ","04-Mar-2022","         98.80","         98.65","         98.85","         96.65","         97.70","         97.35","         97.90","     290200","            28410784.55","       4870","     178196","         61.40"
"MANALIPETC","EQ","07-Mar-2022","         97.35","         95.00","         96.60","         93.00","         93.75","         93.50","         94.36","     351108","            33129059.35","       4801","     183129","         52.16"
"MANALIPETC","EQ","08-Mar-2022","         93.50","         92.50","         96.55","         92.50","         96.20","         96.05","         95.17","     200011","            19034539.30","       2739","      97772","         48.88"
"MANALIPETC","EQ","09-Mar-2022","         96.05","         97.95","        104.00","         97.00","        101.45","        102.55","        100.41","     496578","            49862191.35","       6601","     288230","         58.04"
"MANALIPETC","EQ","10-Mar-2022","        102.55","        109.95","        109.95","        100.50","        103.55","        103.15","        104.88","     610129","            63990775.25","       7144","     326001","         53.43"
"MANALIPETC","EQ","11-Mar-2022","        103.15","        104.15","        104.50","         99.85","        102.50","        101.90","        102.04","     443249","            45230463.25","       5051","     241736","         54.54"
"MANALIPETC","EQ","14-Mar-2022","        101.90","        103.90","        107.95","        100.50","        106.75","        106.55","        105.59","     812297","            85774110.75","       7523","     438276","         53.96"
"MANALIPETC","EQ","15-Mar-2022","        106.55","        108.15","        111.50","        106.00","        106.85","        106.70","        109.21","     620363","            67751925.90","       7060","     278878","         44.95"
"MANALIPETC","EQ","16-Mar-2022","        106.70","        108.50","        109.90","        105.50","        107.00","        106.70","        107.27","     344224","            36923995.35","       4222","     179602","         52.18"
"MANALIPETC","EQ","17-Mar-2022","        106.70","        108.75","        108.90","        105.00","        106.50","        106.05","        106.85","     371900","            39737769.60","       3965","     216877","         58.32"
"MANALIPETC","EQ","21-Mar-2022","        106.05","        106.15","        109.85","        105.60","        107.10","        106.95","        107.76","     694093","            74793651.70","       5639","     394979","         56.91"
"MANALIPETC","EQ","22-Mar-2022","        106.95","        107.90","        112.35","        107.00","        110.40","        110.75","        110.10","     818763","            90145696.60","       7001","     398926","         48.72"
"MANALIPETC","EQ","23-Mar-2022","        110.75","        113.10","        115.70","        112.05","        113.90","        114.35","        114.62","     855277","            98034251.05","       6818","     490305","         57.33"
"MANALIPETC","EQ","24-Mar-2022","        114.35","        114.30","        115.00","        111.90","        113.00","        112.35","        113.01","     376309","            42527113.60","       4339","     216330","         57.49"
"MANALIPETC","EQ","25-Mar-2022","        112.35","        113.15","        114.20","        109.80","        110.50","        110.40","        112.40","     291609","            32775701.50","       3700","     176976","         60.69"
"MANALIPETC","EQ","28-Mar-2022","        110.40","        112.90","        113.00","        107.10","        108.20","        107.70","        108.72","     357998","            38923142.05","       4914","     190750","         53.28"
"MANALIPETC","EQ","29-Mar-2022","        107.70","        107.00","        108.00","        105.00","        105.80","        105.75","        105.98","     578809","            61344329.90","       4805","     358353","         61.91"
"MANALIPETC","EQ","30-Mar-2022","        105.75","        106.70","        109.65","        106.65","        107.40","        107.95","        108.39","     397664","            43101561.15","       3876","     229569","         57.73"
"MANALIPETC","EQ","31-Mar-2022","        107.95","        107.90","        111.50","        107.40","        108.40","        108.35","        109.65","     574047","            62943165.20","       6542","     262407","         45.71"
"MANALIPETC","EQ","01-Apr-2022","        108.35","        110.15","        115.40","        109.55","        115.35","        114.95","        113.80","     840532","            95650069.10","       9603","     455032","         54.14"
