"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"MANALIPETC","EQ","20-Aug-2020","         21.00","         20.90","         22.15","         20.70","         21.75","         21.60","         21.70","     924548","            20058325.05","       2465","     479829","         51.90"
"MANALIPETC","EQ","21-Aug-2020","         21.60","         21.90","         22.50","         21.65","         21.95","         22.00","         22.17","     864954","            19172939.45","       2249","     482582","         55.79"
"MANALIPETC","EQ","24-Aug-2020","         22.00","         22.10","         23.95","         22.10","         23.70","         23.65","         23.30","    2138349","            49822728.45","       5157","    1115245","         52.15"
"MANALIPETC","EQ","25-Aug-2020","         23.65","         23.80","         25.30","         22.85","         25.20","         25.10","         24.36","    3017846","            73515635.40","       6877","    1456042","         48.25"
"MANALIPETC","EQ","26-Aug-2020","         25.10","         25.35","         26.30","         24.40","         25.05","         25.15","         25.37","    2230790","            56601544.80","       5682","    1041278","         46.68"
"MANALIPETC","EQ","27-Aug-2020","         25.15","         25.40","         26.00","         24.55","         24.85","         24.75","         25.16","    1349235","            33950546.75","       2919","     816060","         60.48"
"MANALIPETC","EQ","28-Aug-2020","         24.75","         24.95","         27.45","         24.75","         26.30","         26.70","         26.59","    4238038","           112710314.75","       9970","    2109087","         49.77"
"MANALIPETC","EQ","31-Aug-2020","         26.70","         26.90","         27.80","         23.60","         24.50","         24.25","         25.58","    1938494","            49581690.60","       6276","    1007943","         52.00"
"MANALIPETC","EQ","01-Sep-2020","         24.25","         24.00","         25.55","         23.30","         24.15","         24.00","         24.22","     534423","            12945635.70","       2313","     276425","         51.72"
"MANALIPETC","EQ","02-Sep-2020","         24.00","         26.10","         26.30","         24.40","         24.80","         24.75","         25.09","     565141","            14178259.95","       2836","     248771","         44.02"
"MANALIPETC","EQ","03-Sep-2020","         24.75","         24.80","         27.70","         23.80","         26.85","         26.90","         26.83","    4366824","           117178429.30","      10358","    1348960","         30.89"
"MANALIPETC","EQ","04-Sep-2020","         26.90","         26.00","         29.45","         25.20","         28.40","         28.55","         28.14","    7667694","           215754148.55","      18245","    2758718","         35.98"
"MANALIPETC","EQ","07-Sep-2020","         28.55","         28.90","         29.85","         27.30","         28.25","         27.85","         28.79","    2686788","            77346846.45","       9237","    1315927","         48.98"
"MANALIPETC","EQ","08-Sep-2020","         27.85","         28.00","         28.70","         26.30","         26.65","         26.80","         27.64","    1299957","            35928609.00","       4750","     543287","         41.79"
"MANALIPETC","EQ","09-Sep-2020","         26.80","         26.10","         28.25","         24.65","         28.10","         28.00","         26.61","    2657428","            70722523.25","       7204","     956429","         35.99"
"MANALIPETC","EQ","10-Sep-2020","         28.00","         28.20","         28.70","         27.00","         27.75","         27.35","         27.78","    1191507","            33104130.60","       3669","     576205","         48.36"
"MANALIPETC","EQ","11-Sep-2020","         27.35","         27.50","         27.85","         26.30","         26.70","         26.70","         27.06","     697525","            18877631.80","       2479","     273900","         39.27"
"MANALIPETC","EQ","14-Sep-2020","         26.70","         26.95","         28.00","         26.80","         27.30","         27.30","         27.43","     595781","            16342300.35","       2222","     310106","         52.05"
"MANALIPETC","EQ","15-Sep-2020","         27.30","         27.55","         27.80","         26.65","         27.30","         27.20","         27.13","     457780","            12418264.65","       1696","     217654","         47.55"
