"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"MANALIPETC","EQ","27-Aug-2019","         17.35","         17.75","         18.30","         17.50","         18.20","         18.15","         17.97","     136458","             2451833.30","        506","      90538","         66.35"
"MANALIPETC","EQ","28-Aug-2019","         18.15","         18.40","         18.75","         17.50","         17.75","         17.75","         18.00","     136639","             2459892.60","        443","      67234","         49.21"
"MANALIPETC","EQ","29-Aug-2019","         17.75","         17.75","         17.90","         17.20","         17.35","         17.25","         17.40","      62243","             1082734.15","        397","      36133","         58.05"
"MANALIPETC","EQ","30-Aug-2019","         17.25","         17.70","         17.70","         17.30","         17.50","         17.40","         17.43","      55548","              968440.90","        281","      39654","         71.39"
"MANALIPETC","EQ","03-Sep-2019","         17.40","         17.60","         17.60","         17.10","         17.55","         17.45","         17.42","      67553","             1176857.45","        266","      45548","         67.43"
"MANALIPETC","EQ","04-Sep-2019","         17.45","         17.45","         17.95","         17.30","         17.60","         17.60","         17.56","      81488","             1431064.40","        514","      55287","         67.85"
"MANALIPETC","EQ","05-Sep-2019","         17.60","         17.95","         18.00","         17.10","         17.40","         17.35","         17.54","     137537","             2412902.70","        828","      81509","         59.26"
"MANALIPETC","EQ","06-Sep-2019","         17.35","         17.95","         18.00","         17.45","         17.80","         17.75","         17.76","     209344","             3717528.80","       1374","     125237","         59.82"
"MANALIPETC","EQ","09-Sep-2019","         17.75","         17.65","         18.60","         17.65","         18.45","         18.40","         18.22","     185702","             3383379.20","        763","     119128","         64.15"
"MANALIPETC","EQ","11-Sep-2019","         18.40","         18.65","         19.80","         18.45","         19.25","         19.30","         19.19","     293285","             5627310.00","       1741","     213752","         72.88"
"MANALIPETC","EQ","12-Sep-2019","         19.30","         19.50","         20.45","         19.45","         19.60","         19.70","         20.03","     214980","             4305563.10","       1218","     122468","         56.97"
"MANALIPETC","EQ","13-Sep-2019","         19.70","         19.65","         20.30","         18.75","         20.15","         20.00","         19.78","     302317","             5980673.95","       1596","     126571","         41.87"
"MANALIPETC","EQ","16-Sep-2019","         20.00","         19.90","         21.10","         19.15","         20.35","         20.25","         20.30","     254193","             5158955.35","        951","      83462","         32.83"
"MANALIPETC","EQ","17-Sep-2019","         20.25","         20.65","         20.80","         19.60","         19.80","         19.75","         20.18","     169744","             3425000.55","        757","      95520","         56.27"
"MANALIPETC","EQ","18-Sep-2019","         19.75","         20.30","         20.35","         19.60","         19.95","         19.95","         19.90","     103949","             2068552.35","        616","      52060","         50.08"
"MANALIPETC","EQ","19-Sep-2019","         19.95","         20.25","         20.25","         19.50","         19.70","         19.70","         19.72","      61401","             1210998.50","        340","      42891","         69.85"
"MANALIPETC","EQ","20-Sep-2019","         19.70","         19.60","         20.30","         19.40","         19.60","         19.65","         19.89","     222250","             4420282.55","        745","     148249","         66.70"
"MANALIPETC","EQ","23-Sep-2019","         19.65","         20.25","         20.65","         19.80","         20.10","         20.20","         20.28","     176671","             3582634.05","        708","     128601","         72.79"
"MANALIPETC","EQ","24-Sep-2019","         20.20","         20.65","         20.65","         20.00","         20.10","         20.10","         20.17","      61865","             1247757.45","        330","      42967","         69.45"
"MANALIPETC","EQ","25-Sep-2019","         20.10","         20.30","         20.90","         19.85","         20.25","         20.15","         20.29","     161762","             3281766.45","        711","      87544","         54.12"
"MANALIPETC","EQ","26-Sep-2019","         20.15","         20.45","         22.00","         19.90","         22.00","         21.65","         21.09","     633932","            13368953.00","       2240","     300534","         47.41"
"MANALIPETC","EQ","27-Sep-2019","         21.65","         22.40","         22.45","         21.05","         21.60","         21.55","         21.70","     858331","            18622012.20","       3378","     385841","         44.95"
"MANALIPETC","EQ","30-Sep-2019","         21.55","         21.10","         21.55","         20.00","         20.20","         20.30","         20.72","     238092","             4933723.70","       1066","     112270","         47.15"
"MANALIPETC","EQ","01-Oct-2019","         20.30","         20.30","         20.75","         19.25","         19.60","         19.60","         19.90","     185938","             3700273.15","        969","     109808","         59.06"
"MANALIPETC","EQ","03-Oct-2019","         19.60","         19.40","         19.45","         18.60","         18.85","         18.80","         18.99","     170561","             3238199.70","        844","     100975","         59.20"
"MANALIPETC","EQ","04-Oct-2019","         18.80","         18.75","         19.05","         18.65","         18.85","         18.75","         18.86","     189657","             3576390.45","        678","     112993","         59.58"
"MANALIPETC","EQ","07-Oct-2019","         18.75","         18.90","         19.20","         18.40","         18.50","         18.50","         18.81","     133291","             2507813.50","        555","      77860","         58.41"
"MANALIPETC","EQ","09-Oct-2019","         18.50","         18.45","         18.80","         18.15","         18.45","         18.50","         18.54","      65771","             1219116.05","        405","      36929","         56.15"
"MANALIPETC","EQ","10-Oct-2019","         18.50","         18.70","         18.80","         17.80","         18.05","         18.00","         18.19","     159525","             2901646.00","        548","     113711","         71.28"
"MANALIPETC","EQ","11-Oct-2019","         18.00","         18.20","         18.30","         17.00","         17.85","         17.70","         17.93","     177597","             3184491.45","        527","     125672","         70.76"
"MANALIPETC","EQ","14-Oct-2019","         17.70","         18.00","         18.20","         17.80","         18.00","         17.85","         18.01","      94607","             1703443.20","        338","      77395","         81.81"
"MANALIPETC","EQ","15-Oct-2019","         17.85","         17.55","         18.00","         17.55","         17.90","         17.80","         17.86","      84901","             1516183.30","        296","      71102","         83.75"
"MANALIPETC","EQ","16-Oct-2019","         17.80","         17.80","         18.00","         17.60","         17.70","         17.70","         17.80","      73871","             1314991.55","        572","      49577","         67.11"
"MANALIPETC","EQ","17-Oct-2019","         17.70","         17.50","         17.85","         17.45","         17.70","         17.70","         17.68","     132646","             2344970.70","        515","      95072","         71.67"
"MANALIPETC","EQ","18-Oct-2019","         17.70","         17.70","         18.50","         17.60","         17.80","         17.90","         17.99","     219212","             3944586.05","        772","     149198","         68.06"
"MANALIPETC","EQ","22-Oct-2019","         17.90","         18.00","         18.25","         17.60","         17.70","         17.75","         17.86","     339037","             6054235.00","        824","     264459","         78.00"
"MANALIPETC","EQ","23-Oct-2019","         17.75","         18.10","         18.10","         17.65","         17.70","         17.75","         17.83","     152709","             2723327.20","        367","     104463","         68.41"
"MANALIPETC","EQ","24-Oct-2019","         17.75","         17.95","         17.95","         17.20","         17.30","         17.30","         17.46","     213447","             3726671.15","        642","     172758","         80.94"
"MANALIPETC","EQ","25-Oct-2019","         17.30","         17.30","         17.40","         16.75","         17.05","         17.00","         17.00","     180906","             3075530.70","        703","     132342","         73.16"
"MANALIPETC","EQ","27-Oct-2019","         17.00","         17.25","         17.25","         16.80","         16.90","         17.00","         17.02","     100771","             1715032.60","        379","      88009","         87.34"
"MANALIPETC","EQ","29-Oct-2019","         17.00","         17.20","         17.40","         17.00","         17.25","         17.30","         17.23","     175449","             3022777.00","        535","     123741","         70.53"
"MANALIPETC","EQ","30-Oct-2019","         17.30","         17.40","         18.25","         17.25","         17.95","         17.85","         17.77","     370941","             6590673.50","       1319","     209554","         56.49"
"MANALIPETC","EQ","31-Oct-2019","         17.85","         18.20","         18.85","         17.60","         17.95","         18.00","         18.39","     227361","             4181068.45","        944","     143440","         63.09"
"MANALIPETC","EQ","01-Nov-2019","         18.00","         18.00","         18.40","         18.00","         18.20","         18.15","         18.19","     164135","             2984817.75","        537","     128225","         78.12"
"MANALIPETC","EQ","04-Nov-2019","         18.15","         18.40","         18.75","         18.10","         18.45","         18.55","         18.54","     172065","             3189698.50","        820","     114983","         66.83"
"MANALIPETC","EQ","05-Nov-2019","         18.55","         18.75","         18.85","         17.90","         17.95","         18.00","         18.32","     151696","             2779021.20","        500","     117369","         77.37"
"MANALIPETC","EQ","06-Nov-2019","         18.00","         18.30","         18.50","         17.85","         18.30","         18.35","         18.29","     154476","             2825120.60","        452","     106683","         69.06"
"MANALIPETC","EQ","07-Nov-2019","         18.35","         18.65","         18.75","         18.45","         18.65","         18.60","         18.62","     143249","             2667362.20","        526","     107620","         75.13"
"MANALIPETC","EQ","08-Nov-2019","         18.60","         18.60","         18.70","         18.15","         18.30","         18.25","         18.37","     114037","             2094316.50","        365","      57676","         50.58"
"MANALIPETC","EQ","11-Nov-2019","         18.25","         18.00","         18.45","         17.80","         18.05","         18.05","         18.08","     121095","             2189475.35","        355","      99740","         82.37"
"MANALIPETC","EQ","13-Nov-2019","         18.05","         18.10","         18.10","         17.30","         17.35","         17.35","         17.51","     214092","             3748049.95","        860","     154951","         72.38"
"MANALIPETC","EQ","14-Nov-2019","         17.35","         17.65","         17.65","         16.80","         17.00","         16.90","         17.09","     231804","             3961829.30","        627","     192263","         82.94"
"MANALIPETC","EQ","15-Nov-2019","         16.90","         17.00","         17.10","         16.50","         16.80","         16.70","         16.90","     150107","             2537337.25","        551","     106025","         70.63"
"MANALIPETC","EQ","18-Nov-2019","         16.70","         16.80","         17.25","         16.55","         17.25","         17.10","         16.89","     110890","             1873066.30","        380","      73720","         66.48"
"MANALIPETC","EQ","19-Nov-2019","         17.10","         17.35","         17.35","         16.75","         16.85","         16.90","         16.89","     107589","             1817065.45","        438","      74725","         69.45"
"MANALIPETC","EQ","20-Nov-2019","         16.90","         17.00","         17.00","         16.35","         16.55","         16.45","         16.59","     266462","             4420209.10","       1223","     181796","         68.23"
"MANALIPETC","EQ","21-Nov-2019","         16.45","         16.30","         16.60","         16.30","         16.35","         16.35","         16.44","     130259","             2142080.30","        618","     110822","         85.08"
"MANALIPETC","EQ","22-Nov-2019","         16.35","         16.60","         16.60","         16.25","         16.40","         16.30","         16.39","     122156","             2002720.75","        531","     110988","         90.86"
"MANALIPETC","EQ","25-Nov-2019","         16.30","         16.30","         16.70","         16.30","         16.35","         16.35","         16.38","     111415","             1825020.70","        344","      93757","         84.15"
"MANALIPETC","EQ","26-Nov-2019","         16.35","         16.45","         17.00","         16.40","         16.55","         16.45","         16.69","     175571","             2930684.10","        966","     141626","         80.67"
"MANALIPETC","EQ","27-Nov-2019","         16.45","         16.90","         16.90","         16.45","         16.50","         16.55","         16.60","      71750","             1190879.90","        262","      50124","         69.86"
"MANALIPETC","EQ","28-Nov-2019","         16.55","         16.55","         16.85","         16.40","         16.65","         16.55","         16.58","      89646","             1486384.50","        362","      62075","         69.24"
"MANALIPETC","EQ","29-Nov-2019","         16.55","         16.50","         16.80","         16.35","         16.60","         16.65","         16.55","     177856","             2942674.60","        388","     133537","         75.08"
"MANALIPETC","EQ","02-Dec-2019","         16.65","         16.45","         16.80","         16.45","         16.50","         16.55","         16.60","      62738","             1041330.45","        291","      44033","         70.19"
"MANALIPETC","EQ","03-Dec-2019","         16.55","         16.55","         16.70","         16.30","         16.40","         16.35","         16.42","     117999","             1937254.85","        368","      93080","         78.88"
"MANALIPETC","EQ","04-Dec-2019","         16.35","         16.50","         16.50","         16.05","         16.15","         16.20","         16.27","     113416","             1845462.45","        367","      83399","         73.53"
"MANALIPETC","EQ","05-Dec-2019","         16.20","         16.45","         16.50","         16.20","         16.20","         16.25","         16.32","      64622","             1054471.60","        287","      43682","         67.60"
"MANALIPETC","EQ","06-Dec-2019","         16.25","         16.50","         16.50","         16.20","         16.20","         16.20","         16.27","      62961","             1024112.15","        157","      56980","         90.50"
"MANALIPETC","EQ","09-Dec-2019","         16.20","         16.65","         16.65","         15.90","         15.90","         15.95","         16.01","     115630","             1850954.10","        424","      87904","         76.02"
"MANALIPETC","EQ","10-Dec-2019","         15.95","         16.20","         16.20","         15.80","         15.80","         15.80","         15.90","     108308","             1722277.50","        406","      68831","         63.55"
"MANALIPETC","EQ","11-Dec-2019","         15.80","         15.95","         16.20","         15.50","         16.05","         16.00","         15.63","    1255830","            19634513.80","       1549","    1214723","         96.73"
"MANALIPETC","EQ","12-Dec-2019","         16.00","         16.00","         16.90","         15.95","         16.85","         16.55","         16.53","     858651","            14194102.05","       1235","     699400","         81.45"
"MANALIPETC","EQ","13-Dec-2019","         16.55","         16.95","         18.10","         16.75","         17.70","         17.75","         17.59","     494294","             8694163.00","       1425","     296329","         59.95"
"MANALIPETC","EQ","16-Dec-2019","         17.75","         17.95","         18.05","         17.30","         17.45","         17.40","         17.54","     165549","             2903320.55","        555","      70713","         42.71"
"MANALIPETC","EQ","17-Dec-2019","         17.40","         17.35","         17.80","         17.20","         17.50","         17.55","         17.50","     110438","             1932556.40","        401","      63537","         57.53"
"MANALIPETC","EQ","18-Dec-2019","         17.55","         17.65","         17.65","         17.20","         17.25","         17.25","         17.35","      38337","              665118.65","        223","      26676","         69.58"
"MANALIPETC","EQ","19-Dec-2019","         17.25","         17.05","         17.50","         17.00","         17.10","         17.25","         17.27","      59654","             1030364.35","        320","      34705","         58.18"
"MANALIPETC","EQ","20-Dec-2019","         17.25","         17.35","         17.35","         16.80","         17.10","         17.00","         17.01","      53296","              906368.00","        322","      39555","         74.22"
"MANALIPETC","EQ","23-Dec-2019","         17.00","         17.20","         17.20","         16.10","         16.65","         16.50","         16.54","      87681","             1450449.30","        408","      60505","         69.01"
"MANALIPETC","EQ","24-Dec-2019","         16.50","         16.65","         17.70","         16.15","         17.40","         17.25","         17.25","     402891","             6951292.20","       1284","     193029","         47.91"
"MANALIPETC","EQ","26-Dec-2019","         17.25","         17.30","         17.55","         16.90","         17.10","         17.10","         17.12","     337950","             5784693.40","        569","     272840","         80.73"
"MANALIPETC","EQ","27-Dec-2019","         17.10","         17.20","         18.80","         17.00","         18.50","         18.55","         18.19","     656672","            11941924.60","       1621","     466915","         71.10"
"MANALIPETC","EQ","30-Dec-2019","         18.55","         18.85","         19.80","         18.75","         19.45","         19.40","         19.26","    1285495","            24753910.75","       3405","     680403","         52.93"
"MANALIPETC","EQ","31-Dec-2019","         19.40","         19.45","         19.80","         19.10","         19.20","         19.20","         19.53","     482251","             9416389.25","       1181","     285163","         59.13"
"MANALIPETC","EQ","01-Jan-2020","         19.20","         19.55","         19.55","         18.75","         19.05","         19.00","         19.03","     204207","             3885486.55","        676","     135516","         66.36"
"MANALIPETC","EQ","02-Jan-2020","         19.00","         19.05","         20.15","         18.75","         20.00","         19.90","         19.55","     473584","             9259746.75","       1417","     231488","         48.88"
"MANALIPETC","EQ","03-Jan-2020","         19.90","         20.25","         20.40","         19.55","         19.85","         19.75","         20.00","     420963","             8418683.60","       1246","     239915","         56.99"
"MANALIPETC","EQ","06-Jan-2020","         19.75","         19.85","         19.85","         18.60","         18.90","         18.85","         19.01","     229043","             4354437.25","        819","     154587","         67.49"
"MANALIPETC","EQ","07-Jan-2020","         18.85","         18.95","         19.50","         18.70","         19.15","         18.90","         19.06","     114791","             2187799.00","        528","      71155","         61.99"
"MANALIPETC","EQ","08-Jan-2020","         18.90","         18.70","         19.30","         18.25","         18.70","         18.75","         18.73","     348470","             6527252.60","       1416","     126473","         36.29"
"MANALIPETC","EQ","09-Jan-2020","         18.75","         19.00","         19.50","         18.95","         19.05","         19.10","         19.22","     167015","             3209748.05","        859","      94008","         56.29"
"MANALIPETC","EQ","10-Jan-2020","         19.10","         19.20","         20.50","         19.15","         19.90","         19.90","         19.83","     724772","            14371038.80","       2585","     241120","         33.27"
"MANALIPETC","EQ","13-Jan-2020","         19.90","         20.00","         21.00","         19.80","         20.15","         20.20","         20.39","     520689","            10615498.05","       1594","     180260","         34.62"
"MANALIPETC","EQ","14-Jan-2020","         20.20","         20.25","         21.80","         20.25","         21.50","         21.50","         21.22","     990122","            21012256.30","       3171","     508449","         51.35"
"MANALIPETC","EQ","15-Jan-2020","         21.50","         21.25","         22.40","         21.00","         22.25","         22.25","         21.83","     878927","            19184218.75","       2837","     351360","         39.98"
"MANALIPETC","EQ","16-Jan-2020","         22.25","         22.25","         23.30","         22.10","         23.30","         22.95","         22.64","     734486","            16626167.35","       2437","     426339","         58.05"
"MANALIPETC","EQ","17-Jan-2020","         22.95","         24.50","         25.50","         23.40","         23.50","         23.75","         24.39","    2048924","            49964513.40","       8483","     924922","         45.14"
"MANALIPETC","EQ","20-Jan-2020","         23.75","         23.95","         23.95","         21.85","         22.30","         22.20","         22.63","     665951","            15068877.35","       2868","     323790","         48.62"
"MANALIPETC","EQ","21-Jan-2020","         22.20","         21.75","         22.05","         21.10","         21.90","         21.80","         21.65","     328983","             7121081.20","       1746","     102034","         31.01"
"MANALIPETC","EQ","22-Jan-2020","         21.80","         22.45","         22.65","         22.10","         22.20","         22.25","         22.31","     281384","             6278212.65","       1143","     131254","         46.65"
"MANALIPETC","EQ","23-Jan-2020","         22.25","         22.40","         22.65","         22.00","         22.10","         22.20","         22.30","     178940","             3990998.30","        852","     103772","         57.99"
"MANALIPETC","EQ","24-Jan-2020","         22.20","         22.20","         22.80","         22.20","         22.45","         22.35","         22.52","     309447","             6967711.15","       1185","     137368","         44.39"
"MANALIPETC","EQ","27-Jan-2020","         22.35","         22.50","         22.55","         22.15","         22.25","         22.20","         22.30","     173613","             3871788.25","        698","      99464","         57.29"
"MANALIPETC","EQ","28-Jan-2020","         22.20","         22.35","         22.40","         21.05","         21.30","         21.25","         21.59","     211026","             4556459.75","       1055","     128367","         60.83"
"MANALIPETC","EQ","29-Jan-2020","         21.25","         21.60","         22.00","         21.35","         21.70","         21.65","         21.71","     170357","             3699181.65","        736","      83498","         49.01"
"MANALIPETC","EQ","30-Jan-2020","         21.65","         21.85","         22.30","         21.10","         21.20","         21.20","         21.51","     108758","             2339637.80","        730","      66556","         61.20"
"MANALIPETC","EQ","31-Jan-2020","         21.20","         21.75","         21.75","         21.00","         21.00","         21.05","         21.27","     174844","             3719031.45","        720","     112765","         64.49"
"MANALIPETC","EQ","01-Feb-2020","         21.05","         21.20","         21.60","         20.50","         20.75","         20.60","         20.95","     107190","             2245997.35","        715","      69261","         64.62"
"MANALIPETC","EQ","03-Feb-2020","         20.60","         21.10","         21.10","         20.05","         20.05","         20.10","         20.23","     127982","             2589559.10","        709","      85216","         66.58"
"MANALIPETC","EQ","04-Feb-2020","         20.10","         20.90","         21.90","         20.75","         21.80","         21.65","         21.26","     433701","             9218821.55","       2089","     144229","         33.26"
"MANALIPETC","EQ","05-Feb-2020","         21.65","         21.80","         21.85","         20.60","         20.90","         20.90","         21.13","     175530","             3709291.20","       1017","     104024","         59.26"
"MANALIPETC","EQ","06-Feb-2020","         20.90","         20.95","         21.10","         20.50","         20.65","         20.65","         20.80","      95357","             1983387.75","        546","      61100","         64.08"
"MANALIPETC","EQ","07-Feb-2020","         20.65","         20.95","         21.00","         20.50","         20.75","         20.70","         20.69","     106533","             2204502.15","        538","      66636","         62.55"
"MANALIPETC","EQ","10-Feb-2020","         20.70","         20.80","         20.95","         20.15","         20.20","         20.25","         20.46","      89020","             1821254.80","        805","      48740","         54.75"
"MANALIPETC","EQ","11-Feb-2020","         20.25","         20.25","         20.55","         20.10","         20.10","         20.10","         20.24","     102827","             2081693.50","        489","      59548","         57.91"
"MANALIPETC","EQ","12-Feb-2020","         20.10","         19.50","         19.65","         18.50","         18.50","         18.65","         18.82","     390153","             7341680.95","       1218","     234865","         60.20"
"MANALIPETC","EQ","13-Feb-2020","         18.65","         18.70","         18.75","         17.70","         17.90","         17.95","         18.09","     226064","             4090375.50","        919","     138709","         61.36"
"MANALIPETC","EQ","14-Feb-2020","         17.95","         18.05","         18.15","         17.30","         17.50","         17.45","         17.63","     135699","             2392904.95","        846","      79142","         58.32"
"MANALIPETC","EQ","17-Feb-2020","         17.45","         17.70","         17.85","         17.00","         17.45","         17.10","         17.22","     133368","             2297214.30","        728","      76956","         57.70"
"MANALIPETC","EQ","18-Feb-2020","         17.10","         17.55","         17.55","         16.45","         16.90","         17.00","         16.81","     188894","             3175972.35","        890","     121183","         64.15"
"MANALIPETC","EQ","19-Feb-2020","         17.00","         17.30","         17.95","         16.95","         17.75","         17.85","         17.56","     139305","             2446815.40","        768","      71025","         50.99"
"MANALIPETC","EQ","20-Feb-2020","         17.85","         18.00","         18.60","         17.55","         18.05","         18.20","         18.15","     212722","             3860900.40","       1017","     101284","         47.61"
"MANALIPETC","EQ","24-Feb-2020","         18.20","         17.90","         17.90","         16.90","         17.55","         17.15","         17.50","     138058","             2415732.65","        839","      86067","         62.34"
"MANALIPETC","EQ","25-Feb-2020","         17.15","         17.50","         17.75","         16.80","         16.95","         17.00","         17.26","      99860","             1723905.55","        513","      72515","         72.62"
"MANALIPETC","EQ","26-Feb-2020","         17.00","         17.10","         17.40","         16.75","         16.95","         16.90","         17.01","     105048","             1787028.15","        458","      52831","         50.29"
"MANALIPETC","EQ","27-Feb-2020","         16.90","         17.40","         17.70","         16.80","         17.00","         17.00","         17.12","     189046","             3237265.75","        820","      80286","         42.47"
"MANALIPETC","EQ","28-Feb-2020","         17.00","         16.50","         16.85","         16.10","         16.20","         16.15","         16.29","     181799","             2961617.30","        861","     115683","         63.63"
"MANALIPETC","EQ","02-Mar-2020","         16.15","         16.30","         16.90","         16.00","         16.30","         16.15","         16.53","     120662","             1995110.90","        546","      57784","         47.89"
"MANALIPETC","EQ","03-Mar-2020","         16.15","         16.30","         16.70","         15.75","         15.90","         15.80","         15.97","     151272","             2415212.00","        590","      81266","         53.72"
"MANALIPETC","EQ","04-Mar-2020","         15.80","         16.10","         16.45","         15.35","         15.45","         15.45","         15.69","     152469","             2392196.85","        529","     110528","         72.49"
"MANALIPETC","EQ","05-Mar-2020","         15.45","         15.70","         15.95","         15.40","         15.60","         15.55","         15.63","     103779","             1622101.55","        408","      66736","         64.31"
"MANALIPETC","EQ","06-Mar-2020","         15.55","         15.20","         15.20","         13.20","         15.20","         14.95","         14.71","     216879","             3189904.85","        666","     133673","         61.63"
"MANALIPETC","EQ","09-Mar-2020","         14.95","         14.95","         14.95","         13.80","         14.00","         14.10","         14.02","     257331","             3608450.30","       1038","     146777","         57.04"
"MANALIPETC","EQ","11-Mar-2020","         14.10","         14.25","         14.70","         14.10","         14.25","         14.30","         14.39","     150415","             2165154.30","        530","      99963","         66.46"
"MANALIPETC","EQ","12-Mar-2020","         14.30","         12.50","         13.70","         12.00","         12.50","         12.20","         12.56","     440632","             5533517.70","       1396","     293258","         66.55"
"MANALIPETC","EQ","13-Mar-2020","         12.20","         11.00","         14.00","          9.95","         12.75","         12.60","         12.31","     346168","             4260897.75","       1163","     237955","         68.74"
"MANALIPETC","EQ","16-Mar-2020","         12.60","         13.45","         13.45","         11.00","         12.05","         11.95","         12.30","     207271","             2550232.45","       1053","     118391","         57.12"
"MANALIPETC","EQ","17-Mar-2020","         11.95","         12.60","         12.80","         11.75","         12.45","         12.35","         12.41","     234210","             2907389.05","        884","     138539","         59.15"
"MANALIPETC","EQ","18-Mar-2020","         12.35","         12.70","         13.45","         10.80","         12.25","         12.35","         12.05","     389317","             4690657.00","       1133","     267866","         68.80"
"MANALIPETC","EQ","19-Mar-2020","         12.35","         12.00","         12.40","         10.65","         11.10","         11.50","         11.45","     375996","             4304605.85","       1171","     181294","         48.22"
"MANALIPETC","EQ","20-Mar-2020","         11.50","         12.10","         12.30","          9.90","         10.50","         10.20","         10.83","     841736","             9112019.75","       1882","     578455","         68.72"
"MANALIPETC","EQ","23-Mar-2020","         10.20","          9.95","         10.40","          9.15","          9.30","          9.30","          9.61","     381239","             3664179.65","        980","     272759","         71.55"
"MANALIPETC","EQ","24-Mar-2020","          9.30","          9.80","          9.90","          8.70","          9.20","          9.25","          9.18","     316261","             2901772.60","        793","     198337","         62.71"
"MANALIPETC","EQ","25-Mar-2020","          9.25","          9.50","          9.50","          7.95","          8.85","          8.95","          8.62","     387125","             3337363.90","        909","     261490","         67.55"
"MANALIPETC","EQ","26-Mar-2020","          8.95","          9.40","          9.90","          8.95","          9.75","          9.70","          9.59","     156515","             1501625.10","        632","     123151","         78.68"
"MANALIPETC","EQ","27-Mar-2020","          9.70","         10.00","         10.90","         10.00","         10.35","         10.25","         10.35","     176049","             1822072.10","        755","     128021","         72.72"
"MANALIPETC","EQ","30-Mar-2020","         10.25","         10.25","         10.50","          9.20","          9.70","          9.90","         10.04","     128700","             1292347.70","        722","      90544","         70.35"
